89cf6dd2-0904-4e2a-8cf1-132c9c47809d	Die Vorstellung, dass ein Italiener in die eigene Familie einheiratet, war bereits 1996 nur für 17 % der Westdeutschen mit negativen Gefühlen verbunden; 2006 ist dies noch seltener (11 %) der Fall.
695501c2-a0a9-4f68-acfd-cbe2419c437f	Das Heiratsjahr wurde in allen fünf Studien erfragt.
575b9be5-c516-4065-8002-5d720501845c	Von durchschnittlich 1,44 Kindern bei Befragten, die sich als nicht religiös bezeichnen, steigt die Kinderzahl auf 1,9 Kinder bei Befragten, die sich als sehr religiös einschätzen, an.
3e450cba-81db-41de-99a0-f516a8a49fb8	Des weiteren beurteilen Personen mit geringem politischen Interesse die allgemeinwirtschaftliche Situation eher schlecht. 
52137aed-5fe4-4a05-a20c-200ab97e336b	"Der Allbus 1998 verwendet ebenfalls eine Fragenbatterie ""Freizeitaktivitäten"" mit den Items ""Beschäftigung mit dem Computer"" und ""Nutzung von Internet oder Onlinediensten"". "
55ea054c-dc59-4fae-929b-46759af80bae	Laut ALLBUS 2008 sind rund ein Drittel aller Bundesbürger bereit, sich an einer Bürgerinitiative zu beteiligen oder an einer genehmigten Demonstration teilzunehmen, um in einer politischen Sachfrage, die ihnen wichtig ist, Einfluss zu nehmen und den eigenen Standpunkt zur Geltung zu bringen.
3509c90f-2fc5-45e7-8c34-513f4af43fcc	 Ob mit der „gefühlten“ Zugehörigkeit zu unterschiedlichen sozialen Schichten möglicherweise auch Verhaltensunterschiede verbunden sind, wurde exemplarisch anhand der Häufigkeit und Dauer des Fernsehens untersucht, Verhaltensgewohnheiten, die verschiedentlich mit der Schichtzugehörigkeit in Zusammenhang gebracht worden sind. 
e6553939-d913-46cc-b5bd-038105bc49e0	In Bezug auf die Konzeption des Sozialismus waren im Jahre 2000 56,8 % und 2006 52,5 % der bundesdeutschen Bevölkerung der Meinung, dass er eine gute Idee mit allerdings schlechter Ausführung (gewesen) sei.
1948953f-20ae-4a51-9e99-58a6b30374f6	Etwas geringer ist die Zustimmung zur Aussage, dass man es kaum noch verantworten kann, Kinder in die Welt zu bringen.
cad38975-debe-4371-b1dc-069e772380fe	Nur 6,2 % der Schuldner, aber 11,8 % der Allgemeinbevölkerung gehören einer Gewerkschaft und damit gleichermaßen einer freiwilligen Assoziation mit Transferleistung an.
065d73fe-c0b0-40d8-b6f7-804d79481d94	Gerade die Beziehungen werden von den Schuldnern als wichtiger eingestuft als von Personen der Allgemeinbevölkerung.
0cda735b-6dbe-4632-a090-7c73df3e5079	Die Mitgliedschaft in einer Gewerkschaft wurde bis 2002 folgendermaßen abgefragt: „Sind Sie derzeit Mitglied in einer Gewerkschaft?“
411eb65d-2bb7-428c-b396-76a2b385eab7	Im Jahr 2000 waren 19,4 Prozent der Arbeitnehmer gewerkschaftlich organisiert, im Jahr 2010 waren es 17,4 Prozent.
f90a371e-f6ee-4990-aa10-49c9e6baefa9	Für die Ehen aus dem ALLBUS und aus LV1 wird das Ende der Ehe deshalb aus dem Scheidungsjahr minus 1 erschlossen, da Scheidungen in der Regel um ein Jahr verzögert auf Trennungen folgen (vgl. hierzu ausführlich Rapp 2013: 74 f.).
8b2f2de5-1e56-47f6-82c9-a5df30d28bde	In fünf der sechs Dimensionen der Religiosität finden sich höhere Intensitäts-Werte bei den älteren als bei den jüngeren Vergleichsgruppen, die die bereits aufgeführten Ergebnisse bestätigen: Der Kirchgang als Teil der öffentlichen religiösen Praxis findet sich bei den über 60-Jähirgen der Befragten deutlich häufiger als bei den jüngeren Kohorten, ebenso das persönliche Gebet als Teil der privaten religiösen Praxis. 
75d8edf7-4faa-4ef6-b836-86dad7696b98	„Sollten die Sozialleistungen in Zukunft ausgeweitet werden?“
7679359c-0fab-4bda-a548-1d8e09e2ec3b	Diese Indikatoren setzen sich zusammen aus dem Allgemeinen Schulabschluss, Fachhochschulabschluss und Hochschulabschluss.
ac9df98d-f0ef-4700-b43a-90ae866fa5ab	 Inwieweit das Leistungsprinzip uneingeschränkt gelten oder sich die Verteilung auch an Bedarfsgesichtspunkten orientieren sollte, wird an der Zustimmung zu der folgenden Aussage gemessen: „Das Einkommen sollte sich nicht allein nach der Leistung des Einzelnen richten. Vielmehr sollte jeder das haben, was er mit seiner Familie für ein anständiges Leben braucht“. 
b4f4c908-c2c2-4904-b4fb-bf2b16bd5a22	"Nachfolgende Graphik verdeutlicht die Diskrepanz zwischen den positiven Beurteilungen (sehr gut/gut) bei den Fragen „Wie beurteilen Sie ganz allgemein die heutige wirtschaftliche Lage in Deutschland?"" und „Wie beurteilen Sie Ihre eigene wirtschaftliche Lage heute?"" "
2cd850dc-5b6a-41b4-9549-bdb819fb20ab	„Eine verheiratete Frau sollte auf eine Berufstätigkeit verzichten, wenn es nur eine begrenzte Anzahl von Arbeitsplätzen gibt, und wenn ihr Mann in der Lage ist, für den Unterhalt der Familie zu sorgen.“
f70fe22d-d740-4d48-aafb-58638e44e4c7	Hinsichtlich der Mitgliedschaft in politischen Parteien ergibt sich für die Schuldner eine etwas höhere Quote als in der Allgemeinbevölkerung.
6985a84c-201c-48a8-b359-ba0bb4fd582e	Besonders augenfällig ist das hohe Bildungsniveau derjenigen, die sich an der Umfrage beteiligt haben – überwiegend mindestens Realschulabschluss, 35% sogar ein abgeschlossenes Studium.
a3c460e6-85a9-4ed3-820e-221d89d2abff	Auch bei der Frage nach der Mitarbeit in einer Bürgerinitiative sind die Ergebnisse ähnlich unterschiedlich (31 Prozent West, 21 Prozent Ost).
98053dce-152e-4ee4-9552-bc7294e94e12	Die tatsächliche Aktionsrealisierung ist jedoch deutlich schwächer ausgeprägt: Bis 2008 haben sich 11,4 % an einer Bürgerinitiative und 22,6 % an einer genehmigten Demonstration beteiligt.
