ec2c5cb2-76fb-4907-9b02-896139c9febd	0	v726	1
04ccffc7-942c-49e8-958b-f5dac9c89c38	0	v237	1
04ccffc7-942c-49e8-958b-f5dac9c89c38	0	v238	1
04ccffc7-942c-49e8-958b-f5dac9c89c38	0	v239	1
04ccffc7-942c-49e8-958b-f5dac9c89c38	0	v240	1
04ccffc7-942c-49e8-958b-f5dac9c89c38	0	v241	1
04ccffc7-942c-49e8-958b-f5dac9c89c38	0	v242	1
04ccffc7-942c-49e8-958b-f5dac9c89c38	0	v243	1
88202d14-6f6b-4047-9ad3-36f55380d662	0	v732	1
eb52c592-b361-4b5c-b382-2d17ee3954f1	0	v205	1
e8a61a63-a28d-478c-8357-b62c77eb5eb9	0	v223	1
e8a61a63-a28d-478c-8357-b62c77eb5eb9	0	v229	1
9c6f2e70-8712-428d-97b8-4cb6cc63f9d7	0	v333	1
27a1d3e1-5de1-4016-b59b-8305135a2b83	0	v180	1
d9c4f94e-6a97-4c86-90f3-cf0a7b3199b3	0	v1909	1
5902bf7f-30bf-48bc-967d-0b9f83f93af7	0	v136	1
5902bf7f-30bf-48bc-967d-0b9f83f93af7	0	v137	1
5902bf7f-30bf-48bc-967d-0b9f83f93af7	0	v138	1
5902bf7f-30bf-48bc-967d-0b9f83f93af7	0	v139	1
e3dc93b2-9c00-4a32-93b3-76c0cbae8e73	0	v182	1
14763221-bbd7-4068-9981-8a488091c1c8	0	v288	1
c010e464-faef-4c4d-9242-38c3e5da2cdf	0	v185	1
021ba510-66ad-4a90-8b18-251f4070710b	0	v580	1
021ba510-66ad-4a90-8b18-251f4070710b	0	v1504	1
1e55e2d2-5467-4eeb-8b65-ebf278225c92	0	v253	1
110d2647-0419-4b0c-832e-35038f296f57	0	v732	1
6ed37803-44dc-473e-aaf0-9592d37aac89	0	v328	1
ba0af354-7663-4fdd-a17f-dcb30c46ce07	0	v272	1
baa0556d-0cb0-496f-b678-ce8b4e0faa32	0	v729	1
baa0556d-0cb0-496f-b678-ce8b4e0faa32	0	v915	1
baa0556d-0cb0-496f-b678-ce8b4e0faa32	0	v731	1
baa0556d-0cb0-496f-b678-ce8b4e0faa32	0	v955	1
658529d1-d6ec-41f0-90fb-3c10e0ba9846	0	v266	1
658529d1-d6ec-41f0-90fb-3c10e0ba9846	0	v261	1
658529d1-d6ec-41f0-90fb-3c10e0ba9846	0	v262	1
658529d1-d6ec-41f0-90fb-3c10e0ba9846	0	v263	1
658529d1-d6ec-41f0-90fb-3c10e0ba9846	0	v267	1
658529d1-d6ec-41f0-90fb-3c10e0ba9846	0	v269	1
6906b4cd-1a68-4c01-99b2-87dde51f8242	0	v257	1
b74e0394-7781-437c-923d-830e6408ff8f	0	v711	1
b74e0394-7781-437c-923d-830e6408ff8f	0	v712	1
b74e0394-7781-437c-923d-830e6408ff8f	0	v713	1
b74e0394-7781-437c-923d-830e6408ff8f	0	v714	1
497a339b-6519-4017-935c-5e2af564d359	0	v424	1
cbb77a84-2c61-4ae9-b0e3-d4025dd83e46	0	v248	1
cbb77a84-2c61-4ae9-b0e3-d4025dd83e46	0	v249	1
cbb77a84-2c61-4ae9-b0e3-d4025dd83e46	0	v250	1
cbb77a84-2c61-4ae9-b0e3-d4025dd83e46	0	v251	1
8865276e-ef47-4fbe-9d61-a1f91ecce93a	0	v1818	1
9fa25da4-5ee6-429c-9418-eb45962453c8	0	v206	1
b11c505a-5b19-46dd-b020-cb8f93aa25c3	0	v127	1
34eece72-b08a-4869-bcb5-f02178f4488d	0	v77	1
34eece72-b08a-4869-bcb5-f02178f4488d	0	v80	1
34eece72-b08a-4869-bcb5-f02178f4488d	0	vost_west	1
537d3ae4-11ad-409a-aad2-3b2ce96a40ec	0	v772	1
aeba0717-58f6-46ab-8dec-dbedd097c047	0	v21	1
1c0b5c01-42ac-4560-a520-a595194091a0	0	v151	1
199030ab-a099-4252-8482-78be4c8af312	0	v1818	1
199030ab-a099-4252-8482-78be4c8af312	0	v23	1
199030ab-a099-4252-8482-78be4c8af312	0	v24	1
db79148a-c86f-4fc5-969f-9438c4792a6b	0	v24	1
018bfa7d-2061-4f97-8e74-8d5a4c9cdb2a	0	v741	1
c960a57b-b844-4a50-9111-0fcc85389b31	0	vost_west	1
4aa2bf42-bb0b-46f7-ac0b-395ebd741b0f	0	v207	1
015a3feb-19dd-4970-9678-80a4743f327e	0	v385	1
3b6e4e48-7c25-4ab2-bec3-d4d1fa387fd9	0	v746	1
51eb337d-1e87-431c-a0f6-061b1ae408a3	0	v151	1
cb58e7d6-3eec-4070-8854-2c17c497bda1	0	v580	1
cb58e7d6-3eec-4070-8854-2c17c497bda1	0	v1504	1
79c09fee-d5b2-4523-9698-57c704722d45	0	v150	1
79c09fee-d5b2-4523-9698-57c704722d45	0	vost_west	1
1e7ffb3b-bd00-4583-b9b9-3f724d8320ee	0	v195	1
1e7ffb3b-bd00-4583-b9b9-3f724d8320ee	0	v197	1
ad8c081e-1749-4572-97df-899a3d3276ee	0	v740	1
985d2ae8-8fa6-4f55-be29-736769f66f52	0	v580	1
985d2ae8-8fa6-4f55-be29-736769f66f52	0	v746	1
6cc7cd90-6a9f-4e4f-8219-6bb0e1e1c837	0	v749	1
a1e8978c-6c48-468c-949d-27df6fab064f	0	v62	1
c1ae35b2-1136-4c3b-84f4-3237462255ab	0	v207	1
bb853184-3bd4-4a3c-afaa-d14a3b8bdcfc	0	v10	1
bb853184-3bd4-4a3c-afaa-d14a3b8bdcfc	0	v915	1
